id,query,width,height,frame_count,url,png_path
9685814523701036,son im crine,374,349,150,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/dc/14/SmGqzDXsrRmiVwBV8o1.gif,./son_im_crine_gifs/pngs/9685814523701036.png
9842873548092741,son im crine,260,260,50,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/9f/52/WwKapF2a1rrgo.gif,./son_im_crine_gifs/pngs/9842873548092741.png
1508136687889680,son im crine,498,281,10,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/e0/25/3JPICvIpD3wo.gif,./son_im_crine_gifs/pngs/1508136687889680.png
3121917007341891,son im crine,417,498,406,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/ba/22/MGUDlEgBCufDfOQp.gif,./son_im_crine_gifs/pngs/3121917007341891.png
3983255449726200,son im crine,343,374,406,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/95/ac/Q19a3KtVc79kwnvxn0Ul.gif,./son_im_crine_gifs/pngs/3983255449726200.png
9388444659340893,son im crine,374,299,72,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/c5/a9/YDr4cusJFlc3.gif,./son_im_crine_gifs/pngs/9388444659340893.png
6985885793075358,son im crine,498,498,64,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/a8/60/5qB3qtrREWNkHyYTw.gif,./son_im_crine_gifs/pngs/6985885793075358.png
8816224015923259,son im crine,498,498,90,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/26/3e/udAdo5sL8S0g4ksGwxK.gif,./son_im_crine_gifs/pngs/8816224015923259.png
7834002107068606,son im crine,373,269,150,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/cf/fc/feuV6pjRtxyvr.gif,./son_im_crine_gifs/pngs/7834002107068606.png
7216484636433764,son im crine,374,374,210,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/f0/19/yWj4DDydzYvD.gif,./son_im_crine_gifs/pngs/7216484636433764.png
6001296669158645,son im crine,260,194,41,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/28/4f/oJeM2lbXOgxF.gif,./son_im_crine_gifs/pngs/6001296669158645.png
4561841167064950,son im crine,270,270,65,https://static.klipy.com/ii/50d7c955398dfd7e3c8ba5281154280f/5f/c1/avzTH9sVVParS0Ek.gif,./son_im_crine_gifs/pngs/4561841167064950.png
4042524367690735,son im crine,498,281,318,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/22/77/gGKV24qgoYtdCYo.gif,./son_im_crine_gifs/pngs/4042524367690735.png
6397201030765614,son im crine,281,498,39,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/9a/ed/hFwHge8EU1dPEukIB9AK.gif,./son_im_crine_gifs/pngs/6397201030765614.png
2956854905087261,son im crine,480,480,180,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/7e/ce/vP9rYkrwd9IG8tQJ.gif,./son_im_crine_gifs/pngs/2956854905087261.png
3248592101135395,son im crine,498,498,6,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/53/b6/9xdvzpOHIe34kchcgVa.gif,./son_im_crine_gifs/pngs/3248592101135395.png
3114896011306237,son im crine,352,640,41,https://static.klipy.com/ii/2711dd8a75a85be822d136ec94899b3f/1e/d6/vnIF3oNA.gif,./son_im_crine_gifs/pngs/3114896011306237.png
4408720417118019,son im crine,320,240,55,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/13/77/177lSacOIWgpmlv4Psu9.gif,./son_im_crine_gifs/pngs/4408720417118019.png
3770345809001645,son im crine,480,344,100,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/37/a4/bKDH0VHBFCJrj5h.gif,./son_im_crine_gifs/pngs/3770345809001645.png
8028167036804343,son im crine,373,323,150,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/fb/e1/Lpoe0bA73psRe2.gif,./son_im_crine_gifs/pngs/8028167036804343.png
7875163325542196,son im crine,240,240,70,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/34/e6/eX5BBYMy3BIBle.gif,./son_im_crine_gifs/pngs/7875163325542196.png
4657486767858588,son im crine,398,498,76,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/fc/70/LrRRzKWDhNyQUsDOIn.gif,./son_im_crine_gifs/pngs/4657486767858588.png
8670739378330747,son im crine,600,600,54,https://static.klipy.com/ii/9294a2e836d178ddc22430dd7765727e/1a/34/AVps6RKQAzh201THj.gif,./son_im_crine_gifs/pngs/8670739378330747.png
3749485058851764,son im crine,283,283,88,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/58/11/vH9r7lvu2n5aPKG.gif,./son_im_crine_gifs/pngs/3749485058851764.png
7914708546891770,son im crine,374,374,180,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/3b/44/c73NhTH61lZCRVd6x.gif,./son_im_crine_gifs/pngs/7914708546891770.png
5138228457799942,son im crine,362,362,13,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/f0/4a/kkZHDCoAUWTxGZ5hF.gif,./son_im_crine_gifs/pngs/5138228457799942.png
6766039223714986,son im crine,281,374,202,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/8a/d4/dRJXrC8dCB0sIyVIiN.gif,./son_im_crine_gifs/pngs/6766039223714986.png
9120447616709785,son im crine,480,480,45,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/15/88/fSQZvafk8pZeaOGIbg0.gif,./son_im_crine_gifs/pngs/9120447616709785.png
3858722554298994,son im crine,640,887,168,https://static.klipy.com/ii/9ed0121ed465c12e1f3dda331ed33f0e/6f/3c/asDWLZatPjlTwecfVzX.gif,./son_im_crine_gifs/pngs/3858722554298994.png
1117781473358994,son im crine,498,458,25,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/34/dd/fhVsSj8qlFRTl0scF7w.gif,./son_im_crine_gifs/pngs/1117781473358994.png
8629854562781348,son im crine,640,360,127,https://static.klipy.com/ii/c3a19a0b747a76e98651f2b9a3cca5ff/5b/79/BJroLM9z.gif,./son_im_crine_gifs/pngs/8629854562781348.png
1294867182177536,son im crine,480,480,15,https://static.klipy.com/ii/c3a19a0b747a76e98651f2b9a3cca5ff/65/52/fLdF90Qq.gif,./son_im_crine_gifs/pngs/1294867182177536.png
4338082786277143,son im crine,360,366,406,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/99/1c/7vvEB89sgz8lOCpDh1fa.gif,./son_im_crine_gifs/pngs/4338082786277143.png
6153993028236096,son im crine,640,640,122,https://static.klipy.com/ii/9ed0121ed465c12e1f3dda331ed33f0e/29/cb/oMGXjEPSI3g2EC.gif,./son_im_crine_gifs/pngs/6153993028236096.png
1263166857122134,son im crine,500,268,21,https://static.klipy.com/ii/d7aec6f6f171607374b2065c836f92f4/90/15/p2ooy6vc.gif,./son_im_crine_gifs/pngs/1263166857122134.png
9646130328957448,son im crine,640,360,131,https://static.klipy.com/ii/2fd1ee858360694ebc7272832a866c2b/c9/6e/er2G33u2wWMFG5plJ.gif,./son_im_crine_gifs/pngs/9646130328957448.png
6144810390120706,son im crine,480,640,81,https://static.klipy.com/ii/2fd1ee858360694ebc7272832a866c2b/6d/1b/GjWtUvCHGrebmcYLHH.gif,./son_im_crine_gifs/pngs/6144810390120706.png
1232632452458901,son im crine,640,580,30,https://static.klipy.com/ii/9294a2e836d178ddc22430dd7765727e/96/6d/szFVkEudVFLkFi0JioYv.gif,./son_im_crine_gifs/pngs/1232632452458901.png
7433933170862195,son im crine,498,498,69,https://static.klipy.com/ii/e1b92bb53e0c9e442408bc677a56c789/33/cd/4nDOQHVKcC0B5IFubd.gif,./son_im_crine_gifs/pngs/7433933170862195.png
7335324765931436,son im crine,498,415,90,https://static.klipy.com/ii/6b3a6ab13999af763b4db87b91ee67d0/4f/1b/4XgBp5vPxr08.gif,./son_im_crine_gifs/pngs/7335324765931436.png
3892192751463519,son im crine,498,498,124,https://static.klipy.com/ii/9294a2e836d178ddc22430dd7765727e/19/07/yNXJaMztiTpaiaJKqAlg.gif,./son_im_crine_gifs/pngs/3892192751463519.png
7982050273659444,son im crine,640,480,178,https://static.klipy.com/ii/d7aec6f6f171607374b2065c836f92f4/95/be/1GMjVV3g.gif,./son_im_crine_gifs/pngs/7982050273659444.png
5986626891681189,son im crine,368,388,18,https://static.klipy.com/ii/e293a233a303a98e471f78d04e13a1b0/8e/68/kdi8QCQv.gif,./son_im_crine_gifs/pngs/5986626891681189.png
2309821092597612,son im crine,640,358,21,https://static.klipy.com/ii/d7aec6f6f171607374b2065c836f92f4/9e/09/JyV04Xcd.gif,./son_im_crine_gifs/pngs/2309821092597612.png
4890876722918802,son im crine,640,312,136,https://static.klipy.com/ii/d7aec6f6f171607374b2065c836f92f4/5d/bb/svPbEYs5.gif,./son_im_crine_gifs/pngs/4890876722918802.png
8892601122128148,son im crine,640,582,35,https://static.klipy.com/ii/4e7bea9f7a3371424e6c16ebc93252fe/72/34/NeD9tyTAExkMOSpWlb.gif,./son_im_crine_gifs/pngs/8892601122128148.png
6505485866654031,son im crine,358,640,13,https://static.klipy.com/ii/c3a19a0b747a76e98651f2b9a3cca5ff/36/cf/yLDGogE6.gif,./son_im_crine_gifs/pngs/6505485866654031.png
5477806436373065,son im crine,498,477,14,https://static.klipy.com/ii/4e7bea9f7a3371424e6c16ebc93252fe/a8/8b/9kYjLg9dhEOM0aMNLW.gif,./son_im_crine_gifs/pngs/5477806436373065.png
2204316873561506,son im crine,498,498,29,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/79/ad/wlctVHDv5ylT.gif,./son_im_crine_gifs/pngs/2204316873561506.png
1945772210190224,son im crine,384,284,24,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/00/ac/GG0070nwxEQxHW.gif,./son_im_crine_gifs/pngs/1945772210190224.png
2847944743888044,son im crine,338,398,5,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/46/bd/FTEGoVoQ9xjHPz.gif,./son_im_crine_gifs/pngs/2847944743888044.png
8915275594419611,son im crine,374,374,41,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/20/9b/YoN1XgN21JEr.gif,./son_im_crine_gifs/pngs/8915275594419611.png
2481513401338180,son im crine,498,378,33,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/a5/00/i8LCWRwqITbuB9j.gif,./son_im_crine_gifs/pngs/2481513401338180.png
9642753917331936,son im crine,240,240,40,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/5e/28/IiBJuewpZcgX1s2zAM.gif,./son_im_crine_gifs/pngs/9642753917331936.png
2788048893791647,son im crine,488,480,406,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/81/1b/EIoTMgbB5W38bsjRCzFH.gif,./son_im_crine_gifs/pngs/2788048893791647.png
6339361409840073,son im crine,373,296,90,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/10/2c/Hx8Po8e0ywUyjYBURrtF.gif,./son_im_crine_gifs/pngs/6339361409840073.png
2497701671173883,son im crine,374,267,360,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/f7/58/1BFwyc4Ir2xDVzFyx49.gif,./son_im_crine_gifs/pngs/2497701671173883.png
3440965647558922,son im crine,640,640,28,https://static.klipy.com/ii/2fd1ee858360694ebc7272832a866c2b/5d/a4/X2wZgDEI3v1jeBR.gif,./son_im_crine_gifs/pngs/3440965647558922.png
6953098107220174,son im crine,374,269,90,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/ef/b6/PZ40OUfDkcQF.gif,./son_im_crine_gifs/pngs/6953098107220174.png
1340235537283404,son im crine,374,281,90,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/34/84/3Q9r8q5aB4yeyra.gif,./son_im_crine_gifs/pngs/1340235537283404.png
2853399961864201,son im crine,360,360,138,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/c9/bc/ELcXyaJ73Uzqmy80E.gif,./son_im_crine_gifs/pngs/2853399961864201.png
5776337993495098,son im crine,374,300,90,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/0d/52/TQicTNDLRiQAPubM.gif,./son_im_crine_gifs/pngs/5776337993495098.png
2286049524038339,son im crine,320,373,174,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/4b/3e/GKLiA6bFRtCga04.gif,./son_im_crine_gifs/pngs/2286049524038339.png
2645820463922922,son im crine,424,424,71,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/f8/6d/M92gfYiLSwR3lL.gif,./son_im_crine_gifs/pngs/2645820463922922.png
1877590987566055,son im crine,373,248,90,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/46/8b/YynrhoKXeU4tTbFnSxMU.gif,./son_im_crine_gifs/pngs/1877590987566055.png
8642980808360642,son im crine,480,452,29,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/1e/1e/lwnvb12eTJitNLp2kkvr.gif,./son_im_crine_gifs/pngs/8642980808360642.png
8186331548707761,son im crine,374,374,80,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/e7/a1/rSfCTlIvKhQBFhb0b.gif,./son_im_crine_gifs/pngs/8186331548707761.png
3841565878949172,son im crine,480,482,400,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/2a/0a/8LaB1iyrVWxmqFcp6p.gif,./son_im_crine_gifs/pngs/3841565878949172.png
2644429903337834,son im crine,480,480,53,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/3b/5e/yr1GykkvCixdU.gif,./son_im_crine_gifs/pngs/2644429903337834.png
3762547399092304,son im crine,360,270,140,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/fe/c2/rTmlk8wShBSS2t.gif,./son_im_crine_gifs/pngs/3762547399092304.png
8251356391744911,son im crine,369,374,82,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/8e/04/N0kUZnTYSmYEbYlY.gif,./son_im_crine_gifs/pngs/8251356391744911.png
3592032153832730,son im crine,498,426,12,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/58/cb/0krmCiJ23Mj1n4grv.gif,./son_im_crine_gifs/pngs/3592032153832730.png
8045694141754095,son im crine,498,498,30,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/f1/28/uNrhgQcAGeKEmq7tu.gif,./son_im_crine_gifs/pngs/8045694141754095.png
5582465551804699,son im crine,374,374,262,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/5b/5f/VYZ3kWJ4CymKoZ.gif,./son_im_crine_gifs/pngs/5582465551804699.png
5432159363382900,son im crine,392,498,111,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/0d/06/yljfk8EQEauLH.gif,./son_im_crine_gifs/pngs/5432159363382900.png
9228291196637039,son im crine,373,272,150,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/19/52/EefmSg49Q8ZiEY6cqZ.gif,./son_im_crine_gifs/pngs/9228291196637039.png
7517329991196288,son im crine,242,242,60,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/71/51/dJEbdntKxn71OygSl.gif,./son_im_crine_gifs/pngs/7517329991196288.png
3809670544893917,son im crine,239,374,135,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/3e/1d/NMgzqap7PygBjqV.gif,./son_im_crine_gifs/pngs/3809670544893917.png
6558209521669319,son im crine,303,498,120,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/9d/61/nyglhRzHBlQRW.gif,./son_im_crine_gifs/pngs/6558209521669319.png
8139607729458942,son im crine,498,374,94,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/2e/60/sdDZr2PYmW9INVs9zz.gif,./son_im_crine_gifs/pngs/8139607729458942.png
1148464266311728,son im crine,362,380,87,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/6f/9b/efYIVFBZlXH7iYH2b.gif,./son_im_crine_gifs/pngs/1148464266311728.png
4820810907059651,son im crine,498,273,33,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/8b/68/hrc7bqlA0mp2Sr.gif,./son_im_crine_gifs/pngs/4820810907059651.png
8327997165085616,son im crine,290,498,116,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/4d/1b/BfZ3XJJSeDJQ0VTXMDAa.gif,./son_im_crine_gifs/pngs/8327997165085616.png
8691155880174066,son im crine,374,208,58,https://static.klipy.com/ii/a8ada81afc59159ea5c8927feffa2e31/90/7c/0kQZ0Wl621Q4Z8uli.gif,./son_im_crine_gifs/pngs/8691155880174066.png
3983255449726200,son im crine,343,374,406,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/95/ac/Q19a3KtVc79kwnvxn0Ul.gif,./son_im_crine_gifs/pngs/3983255449726200.png
9388444659340893,son im crine,374,299,72,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/c5/a9/YDr4cusJFlc3.gif,./son_im_crine_gifs/pngs/9388444659340893.png
6985885793075358,son im crine,498,498,64,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/a8/60/5qB3qtrREWNkHyYTw.gif,./son_im_crine_gifs/pngs/6985885793075358.png
8816224015923259,son im crine,498,498,90,https://static.klipy.com/ii/4493325008d34b7bf8cd6813cd5c1619/26/3e/udAdo5sL8S0g4ksGwxK.gif,./son_im_crine_gifs/pngs/8816224015923259.png
